..\Mods\@RHSAFRF\rhs_2s1,2,	class rhs_2s1
..\Mods\@RHSUSAF\rhsusf_c_weapons,7103,	class rhsusf_100Rnd_556x45_M855_soft_pouch_coyote: rhsusf_100Rnd_556x45_M855_soft_pouch;  //found empty after stripping
..\Mods\@RHSUSAF\rhsusf_c_weapons,7104,	class rhsusf_100Rnd_556x45_M855_mixed_soft_pouch_coyote: rhsusf_100Rnd_556x45_M855_mixed_soft_pouch;  //found empty after stripping
..\Mods\@RHSUSAF\rhsusf_c_weapons,7105,	class rhsusf_100Rnd_556x45_M200_soft_pouch_coyote: rhsusf_100Rnd_556x45_M200_soft_pouch;  //found empty after stripping
..\Mods\@RHSUSAF\rhsusf_c_weapons,7106,	class rhsusf_200Rnd_556x45_soft_pouch: rhsusf_100Rnd_556x45_soft_pouch
..\Mods\@RHSUSAF\rhsusf_c_weapons,7113,	class rhsusf_200Rnd_556x45_mixed_soft_pouch: rhsusf_200Rnd_556x45_soft_pouch
..\Mods\@RHSUSAF\rhsusf_c_weapons,7120,	class rhsusf_200Rnd_556x45_M855_soft_pouch: rhsusf_100Rnd_556x45_M855_soft_pouch
..\Mods\@RHSUSAF\rhsusf_c_weapons,7127,	class rhsusf_200Rnd_556x45_M855_mixed_soft_pouch: rhsusf_200Rnd_556x45_M855_soft_pouch
..\Mods\@RHSUSAF\rhsusf_c_weapons,7134,	class rhsusf_200Rnd_556x45_soft_pouch_ucp: rhsusf_200Rnd_556x45_soft_pouch;  //found empty after stripping
..\Mods\@RHSUSAF\rhsusf_c_weapons,7135,	class rhsusf_200Rnd_556x45_mixed_soft_pouch_ucp: rhsusf_200Rnd_556x45_mixed_soft_pouch;  //found empty after stripping
..\Mods\@RHSUSAF\rhsusf_c_weapons,7136,	class rhsusf_200Rnd_556x45_M855_soft_pouch_ucp: rhsusf_200Rnd_556x45_M855_soft_pouch;  //found empty after stripping
..\Mods\@RHSUSAF\rhsusf_c_weapons,7137,	class rhsusf_200Rnd_556x45_M855_mixed_soft_pouch_ucp: rhsusf_200Rnd_556x45_M855_mixed_soft_pouch;  //found empty after stripping
..\Mods\@RHSUSAF\rhsusf_c_weapons,7138,	class rhsusf_200Rnd_556x45_soft_pouch_coyote: rhsusf_200Rnd_556x45_soft_pouch;  //found empty after stripping
..\Mods\@RHSUSAF\rhsusf_c_weapons,7139,	class rhsusf_200Rnd_556x45_mixed_soft_pouch_coyote: rhsusf_200Rnd_556x45_mixed_soft_pouch;  //found empty after stripping
..\Mods\@RHSUSAF\rhsusf_c_weapons,7140,	class rhsusf_200Rnd_556x45_M855_soft_pouch_coyote: rhsusf_200Rnd_556x45_M855_soft_pouch;  //found empty after stripping
..\Mods\@RHSUSAF\rhsusf_c_weapons,7141,	class rhsusf_200Rnd_556x45_M855_mixed_soft_pouch_coyote: rhsusf_200Rnd_556x45_M855_mixed_soft_pouch;  //found empty after stripping
..\Mods\@RHSUSAF\rhsusf_c_weapons,7142,	class rhs_200rnd_556x45_M_SAW: rhsusf_200Rnd_556x45_soft_pouch
..\Mods\@RHSUSAF\rhsusf_c_weapons,7152,	class rhs_200rnd_556x45_T_SAW: rhs_200rnd_556x45_M_SAW
..\Mods\@RHSUSAF\rhsusf_c_weapons,7160,	class rhs_200rnd_556x45_B_SAW: rhs_200rnd_556x45_M_SAW
..\Mods\@RHSUSAF\rhsusf_c_weapons,7168,	class rhsusf_200Rnd_556x45_box: rhs_200rnd_556x45_B_SAW;  //found empty after stripping
..\Mods\@RHSUSAF\rhsusf_c_weapons,7169,	class rhsusf_200rnd_556x45_mixed_box: rhs_200rnd_556x45_M_SAW;  //found empty after stripping
..\Mods\@RHSUSAF\rhsusf_c_weapons,7170,	class rhsusf_200rnd_556x45_M855_box: rhs_200rnd_556x45_B_SAW
..\Mods\@RHSUSAF\rhsusf_c_weapons,7178,	class rhsusf_200rnd_556x45_M855_mixed_box: rhsusf_200rnd_556x45_M855_box
..\Mods\@RHSUSAF\rhsusf_c_weapons,7185,	class rhsusf_50Rnd_762x51: CA_Magazine
..\Mods\@RHSUSAF\rhsusf_c_weapons,7197,	class rhsusf_50Rnd_762x51_m61_ap: rhsusf_50Rnd_762x51
..\Mods\@RHSUSAF\rhsusf_c_weapons,7204,	class rhsusf_50Rnd_762x51_m62_tracer: rhsusf_50Rnd_762x51
..\Mods\@RHSUSAF\rhsusf_c_weapons,7212,	class rhsusf_50Rnd_762x51_m80a1epr: rhsusf_50Rnd_762x51
..\Mods\@RHSUSAF\rhsusf_c_weapons,7219,	class rhsusf_50Rnd_762x51_m82_blank: rhsusf_50Rnd_762x51
..\Mods\@RHSUSAF\rhsusf_c_weapons,7226,	class rhsusf_100Rnd_762x51: rhsusf_50Rnd_762x51
..\Mods\@RHSUSAF\rhsusf_c_weapons,7235,	class rhsusf_100Rnd_762x51_m61_ap: rhsusf_50Rnd_762x51_m61_ap
..\Mods\@RHSUSAF\rhsusf_c_weapons,7243,	class rhsusf_100Rnd_762x51_m62_tracer: rhsusf_50Rnd_762x51_m62_tracer
..\Mods\@RHSUSAF\rhsusf_c_weapons,7250,	class rhsusf_100Rnd_762x51_m80a1epr: rhsusf_50Rnd_762x51_m80a1epr
..\Mods\@RHSUSAF\rhsusf_c_weapons,7258,	class rhsusf_100Rnd_762x51_m82_blank: rhsusf_50Rnd_762x51_m82_blank
..\Mods\@RHSUSAF\rhsusf_c_weapons,7265,	class rhsusf_50Rnd_762x51_m993: rhsusf_50Rnd_762x51
..\Mods\@RHSUSAF\rhsusf_c_weapons,7272,	class rhsusf_100Rnd_762x51_m993: rhsusf_50Rnd_762x51_m993
..\Mods\@RHSUSAF\rhsusf_c_weapons,7278,	class rhsusf_20Rnd_762x51_m118_special_Mag: CA_Magazine
..\Mods\@RHSUSAF\rhsusf_c_weapons,7285,	class rhsusf_20Rnd_762x51_m993_Mag: rhsusf_20Rnd_762x51_m118_special_Mag
..\Mods\@RHSUSAF\rhsusf_c_weapons,7291,	class rhsusf_20Rnd_762x51_m80_Mag: rhsusf_20Rnd_762x51_m118_special_Mag
..\Mods\@RHSUSAF\rhsusf_c_weapons,7298,	class rhsusf_20Rnd_762x51_m62_Mag: rhsusf_20Rnd_762x51_m118_special_Mag
..\Mods\@RHSUSAF\rhsusf_c_weapons,7306,	class rhsusf_20Rnd_762x51_SR25_m118_special_Mag: rhsusf_20Rnd_762x51_m118_special_Mag;  //found empty after stripping
..\Mods\@RHSUSAF\rhsusf_c_weapons,7307,	class rhsusf_20Rnd_762x51_SR25_m993_Mag: rhsusf_20Rnd_762x51_m993_Mag;  //found empty after stripping
..\Mods\@RHSUSAF\rhsusf_c_weapons,7308,	class rhsusf_20Rnd_762x51_SR25_m62_Mag: rhsusf_20Rnd_762x51_m62_Mag;  //found empty after stripping
..\Mods\@RHSUSAF\rhsusf_c_weapons,7309,	class rhsusf_20Rnd_762x51_SR25_mk316_special_Mag: rhsusf_20Rnd_762x51_m118_special_Mag
..\Mods\@RHSUSAF\rhsusf_c_weapons,7314,	class rhsusf_5Rnd_762x51_m118_special_Mag: CA_Magazine
..\Mods\@RHSUSAF\rhsusf_c_weapons,7321,	class rhsusf_5Rnd_762x51_m993_Mag: rhsusf_5Rnd_762x51_m118_special_Mag
..\Mods\@RHSUSAF\rhsusf_c_weapons,7327,	class rhsusf_5Rnd_762x51_m62_Mag: rhsusf_5Rnd_762x51_m118_special_Mag
..\Mods\@RHSUSAF\rhsusf_c_weapons,7335,	class rhsusf_10Rnd_762x51_m118_special_Mag: CA_Magazine
..\Mods\@RHSUSAF\rhsusf_c_weapons,7342,	class rhsusf_10Rnd_762x51_m993_Mag: rhsusf_5Rnd_762x51_m118_special_Mag
..\Mods\@RHSUSAF\rhsusf_c_weapons,7349,	class rhsusf_10Rnd_762x51_m62_Mag: rhsusf_5Rnd_762x51_m118_special_Mag
..\Mods\@RHSUSAF\rhsusf_c_weapons,7358,	class rhsusf_5Rnd_762x51_AICS_m118_special_Mag: rhsusf_5Rnd_762x51_m118_special_Mag;  //found empty after stripping
..\Mods\@RHSUSAF\rhsusf_c_weapons,7359,	class rhsusf_5Rnd_762x51_AICS_m993_Mag: rhsusf_5Rnd_762x51_m993_Mag;  //found empty after stripping
..\Mods\@RHSUSAF\rhsusf_c_weapons,7360,	class rhsusf_5Rnd_762x51_AICS_m62_Mag: rhsusf_5Rnd_762x51_m62_Mag
..\Mods\@RHSUSAF\rhsusf_c_weapons,7364,	class rhs_mag_20Rnd_SCAR_762x51_m80_ball: CA_Magazine
..\Mods\@RHSUSAF\rhsusf_c_weapons,7371,	class rhs_mag_20Rnd_SCAR_762x51_m80a1_epr: rhs_mag_20Rnd_SCAR_762x51_m80_ball
..\Mods\@RHSUSAF\rhsusf_c_weapons,7375,	class rhs_mag_20Rnd_SCAR_762x51_m62_tracer: rhs_mag_20Rnd_SCAR_762x51_m80_ball
..\Mods\@RHSUSAF\rhsusf_c_weapons,7380,	class rhs_mag_20Rnd_SCAR_762x51_m61_ap: rhs_mag_20Rnd_SCAR_762x51_m80_ball
..\Mods\@RHSUSAF\rhsusf_c_weapons,7384,	class rhs_mag_20Rnd_SCAR_762x51_m118_special: rhs_mag_20Rnd_SCAR_762x51_m80_ball
..\Mods\@RHSUSAF\rhsusf_c_weapons,7389,	class rhs_mag_20Rnd_SCAR_762x51_mk316_special: rhs_mag_20Rnd_SCAR_762x51_m80_ball
..\Mods\@RHSUSAF\rhsusf_c_weapons,7394,	class rhsusf_mag_40Rnd_46x30_FMJ: CA_Magazine
..\Mods\@RHSUSAF\rhsusf_c_weapons,7401,	class rhsusf_mag_40Rnd_46x30_JHP: CA_Magazine
..\Mods\@RHSUSAF\rhsusf_c_weapons,7410,	class rhsusf_mag_40Rnd_46x30_AP: CA_Magazine
..\Mods\@RHSUSAF\rhsusf_c_weapons,7419,	class rhsusf_mag_7x45acp_MHP: CA_Magazine
..\Mods\@RHSUSAF\rhsusf_c_weapons,7428,	class rhsusf_mag_17Rnd_9x19_FMJ: CA_Magazine
..\Mods\@RHSUSAF\rhsusf_c_weapons,7435,	class rhsusf_mag_17Rnd_9x19_JHP: rhsusf_mag_17Rnd_9x19_FMJ
..\Mods\@RHSUSAF\rhsusf_c_weapons,7440,	class rhsusf_mag_15Rnd_9x19_FMJ: rhsusf_mag_17Rnd_9x19_FMJ
..\Mods\@RHSUSAF\rhsusf_c_weapons,7445,	class rhsusf_mag_15Rnd_9x19_JHP: rhsusf_mag_17Rnd_9x19_JHP
..\Mods\@RHSUSAF\rhsusf_c_weapons,7449,	class rhs_m136_mag: CA_LauncherMagazine
..\Mods\@RHSUSAF\rhsusf_c_weapons,7456,	class rhs_dummy_mag: FakeMagazine
..\Mods\@RHSUSAF\rhsusf_c_weapons,7463,	class rhsusf_launcher_dummy_mag: rhs_dummy_mag
..\Mods\@RHSUSAF\rhsusf_c_weapons,7467,	class rhs_m136_hedp_mag: rhs_m136_mag
..\Mods\@RHSUSAF\rhsusf_c_weapons,7472,	class rhs_m136_hp_mag: rhs_m136_mag
..\Mods\@RHSUSAF\rhsusf_c_weapons,7477,	class rhs_m72a7_mag: rhs_m136_hedp_mag
..\Mods\@RHSUSAF\rhsusf_c_weapons,7481,	class Titan_AA;
..\Mods\@RHSUSAF\rhsusf_c_weapons,7482,	class rhs_fim92_mag: Titan_AA
..\Mods\@RHSUSAF\rhsusf_c_weapons,7489,	class rhs_fgm148_magazine_AT: CA_LauncherMagazine
..\Mods\@RHSUSAF\rhsusf_c_weapons,7497,	class rhs_fgm172a_magazine_AT: CA_LauncherMagazine
..\Mods\@RHSUSAF\rhsusf_c_weapons,7505,	class rhs_fgm172b_magazine_MPV: rhs_fgm172a_magazine_AT
..\Mods\@RHSUSAF\rhsusf_c_weapons,7512,	class rhs_mag_smaw_HEAA: CA_LauncherMagazine
..\Mods\@RHSUSAF\rhsusf_c_weapons,7520,	class rhs_mag_smaw_HEDP: CA_LauncherMagazine
..\Mods\@RHSUSAF\rhsusf_c_weapons,7528,	class rhs_mag_smaw_SR: CA_LauncherMagazine
..\Mods\@RHSUSAF\rhsusf_c_weapons,7537,	class rhs_mag_maaws_HEAT: CA_LauncherMagazine
..\Mods\@RHSUSAF\rhsusf_c_weapons,7544,	class rhs_mag_maaws_HEDP: CA_LauncherMagazine
..\Mods\@RHSUSAF\rhsusf_c_weapons,7551,	class rhs_mag_maaws_HE: CA_LauncherMagazine
..\Mods\@RHSUSAF\rhsusf_c_weapons,7558,	class rhs_mag_maaws_SMOKE: CA_LauncherMagazine
..\Mods\@RHSUSAF\rhsusf_c_weapons,7567,	class rhs_mag_maaws_ILLUM: CA_LauncherMagazine
..\Mods\@RHSUSAF\rhsusf_c_weapons,7574,	class rhsusf_m112_mag: CA_Magazine
..\Mods\@RHSUSAF\rhsusf_c_weapons,7595,	class rhsusf_m112x4_mag: rhsusf_m112_mag
..\Mods\@RHSUSAF\rhsusf_c_weapons,7600,	class ATMine_Range_Mag;
..\Mods\@RHSUSAF\rhsusf_c_weapons,7601,	class rhs_mine_M19_mag: ATMine_Range_Mag
..\Mods\@RHSUSAF\rhsusf_c_weapons,7607,	class rhsusf_mine_m14_mag: ATMine_Range_Mag
..\Mods\@RHSUSAF\rhsusf_c_weapons,7613,	class rhsusf_mine_m49a1_3m_mag: ATMine_Range_Mag
..\Mods\@RHSUSAF\rhsusf_c_weapons,7619,	class rhsusf_mine_m49a1_6m_mag: rhsusf_mine_m49a1_3m_mag
..\Mods\@RHSUSAF\rhsusf_c_weapons,7623,	class rhsusf_mine_m49a1_10m_mag: rhsusf_mine_m49a1_3m_mag
..\Mods\@RHSUSAF\rhsusf_c_weapons,7627,	class HandGrenade;
..\Mods\@RHSUSAF\rhsusf_c_weapons,7628,	class rhs_mag_m67: HandGrenade
..\Mods\@RHSUSAF\rhsusf_c_weapons,7634,	class rhs_mag_m69: HandGrenade
..\Mods\@RHSUSAF\rhsusf_c_weapons,7640,	class rhs_mag_mk84: HandGrenade
..\Mods\@RHSUSAF\rhsusf_c_weapons,7646,	class rhs_mag_an_m8hc: HandGrenade
..\Mods\@RHSUSAF\rhsusf_c_weapons,7654,	class rhs_mag_an_m14_th3: HandGrenade
..\Mods\@RHSUSAF\rhsusf_c_weapons,7660,	class rhs_mag_m7a3_cs: HandGrenade
..\Mods\@RHSUSAF\rhsusf_c_weapons,7666,	class rhs_mag_mk3a2: HandGrenade
..\Mods\@RHSUSAF\rhsusf_c_weapons,7672,	class rhs_mag_m18_smoke_base: HandGrenade
..\Mods\@RHSUSAF\rhsusf_c_weapons,7679,	class rhs_mag_m18_green: rhs_mag_m18_smoke_base
..\Mods\@RHSUSAF\rhsusf_c_weapons,7684,	class rhs_mag_m18_purple: rhs_mag_m18_smoke_base
..\Mods\@RHSUSAF\rhsusf_c_weapons,7689,	class rhs_mag_m18_red: rhs_mag_m18_smoke_base
..\Mods\@RHSUSAF\rhsusf_c_weapons,7694,	class rhs_mag_m18_yellow: rhs_mag_m18_smoke_base
..\Mods\@RHSUSAF\rhsusf_c_weapons,7702,	class InventoryOpticsItem_Base_F;
..\Mods\@RHSUSAF\rhsusf_c_weapons,7703,	class Rifle;
..\Mods\@RHSUSAF\rhsusf_c_weapons,7704,	class Rifle_Base_F: Rifle
..\Mods\@RHSUSAF\rhsusf_c_weapons,7710,	class Rifle_Short_Base_F: Rifle_Base_F
..\Mods\@RHSUSAF\rhsusf_c_weapons,7714,	class Pistol;
..\Mods\@RHSUSAF\rhsusf_c_weapons,7715,	class Pistol_Base_F: Pistol
..\Mods\@RHSUSAF\rhsusf_c_weapons,7720,	class Rifle_Long_Base_F: Rifle_Base_F
..\Mods\@RHSUSAF\rhsusf_c_weapons,7724,	class UGL_F;
..\Mods\@RHSUSAF\rhsusf_c_weapons,7725,	class EBR_base_F;
..\Mods\@RHSUSAF\rhsusf_c_weapons,7726,	class srifle_EBR_F: EBR_base_F
..\Mods\@RHSUSAF\rhsusf_c_weapons,7731,	class Launcher;
..\Mods\@RHSUSAF\rhsusf_c_weapons,7732,	class Launcher_Base_F: Launcher
..\Mods\@RHSUSAF\rhsusf_c_weapons,7737,	class RHSUSF_SAFE_BASE: Rifle_Base_F
..\Mods\@RHSUSAF\rhsusf_c_weapons,7745,	class RHS_FOLD_BASE: Rifle_Base_F
..\Mods\@RHSUSAF\rhsusf_c_weapons,7759,	class rhs_weap_M320_Base_F: Pistol_Base_F
..\Mods\@RHSUSAF\rhsusf_c_weapons,7806,	class rhs_weap_M320: rhs_weap_M320_Base_F
..\Mods\@RHSUSAF\rhsusf_c_weapons,7815,	class rhs_weap_XM2010_Base_F: Rifle_Base_F
..\Mods\@RHSUSAF\rhsusf_c_weapons,7850,	class rhs_weap_XM2010: rhs_weap_XM2010_Base_F
..\Mods\@RHSUSAF\rhsusf_c_weapons,7858,	class rhs_weap_XM2010_d: rhs_weap_XM2010;  //found empty after stripping
..\Mods\@RHSUSAF\rhsusf_c_weapons,7859,	class rhs_weap_XM2010_wd: rhs_weap_XM2010;  //found empty after stripping
..\Mods\@RHSUSAF\rhsusf_c_weapons,7860,	class rhs_weap_XM2010_sa: rhs_weap_XM2010;  //found empty after stripping
..\Mods\@RHSUSAF\rhsusf_c_weapons,7861,	class rhs_weap_m24sws: rhs_weap_XM2010_Base_F
..\Mods\@RHSUSAF\rhsusf_c_weapons,7876,	class rhs_weap_m24sws_d: rhs_weap_m24sws;  //found empty after stripping
..\Mods\@RHSUSAF\rhsusf_c_weapons,7877,	class rhs_weap_m24sws_wd: rhs_weap_m24sws;  //found empty after stripping
..\Mods\@RHSUSAF\rhsusf_c_weapons,7878,	class rhs_weap_m24sws_blk: rhs_weap_m24sws;  //found empty after stripping
..\Mods\@RHSUSAF\rhsusf_c_weapons,7879,	class rhs_weap_m24sws_ghillie: rhs_weap_m24sws;  //found empty after stripping
..\Mods\@RHSUSAF\rhsusf_c_weapons,7880,	class rhs_weap_m40a5: rhs_weap_XM2010_Base_F
..\Mods\@RHSUSAF\rhsusf_c_weapons,7901,	class rhs_weap_m40a5_d: rhs_weap_m40a5;  //found empty after stripping
..\Mods\@RHSUSAF\rhsusf_c_weapons,7902,	class rhs_weap_m40a5_wd: rhs_weap_m40a5;  //found empty after stripping
..\Mods\@RHSUSAF\rhsusf_c_weapons,7903,	class arifle_MX_Base_F: Rifle_Base_F;  //found empty after stripping
..\Mods\@RHSUSAF\rhsusf_c_weapons,7904,	class rhs_weap_m4_Base: arifle_MX_Base_F
..\Mods\@RHSUSAF\rhsusf_c_weapons,8066,	class rhs_weap_m4: rhs_weap_m4_Base
..\Mods\@RHSUSAF\rhsusf_c_weapons,8087,	class rhs_weap_m4_pmag: rhs_weap_m4
..\Mods\@RHSUSAF\rhsusf_c_weapons,8094,	class rhs_weap_m4_mstock: rhs_weap_m4
..\Mods\@RHSUSAF\rhsusf_c_weapons,8101,	class rhs_weap_m4_carryhandle: rhs_weap_m4
..\Mods\@RHSUSAF\rhsusf_c_weapons,8108,	class rhs_weap_m4_carryhandle_pmag: rhs_weap_m4_carryhandle;  //found empty after stripping
..\Mods\@RHSUSAF\rhsusf_c_weapons,8109,	class rhs_weap_m4_carryhandle_mstock: rhs_weap_m4_carryhandle
..\Mods\@RHSUSAF\rhsusf_c_weapons,8116,	class rhs_weap_m4_grip: rhs_weap_m4
..\Mods\@RHSUSAF\rhsusf_c_weapons,8123,	class rhs_weap_m4_grip2: rhs_weap_m4_grip;  //found empty after stripping
..\Mods\@RHSUSAF\rhsusf_c_weapons,8124,	class rhs_weap_m4_grip3: rhs_weap_m4_grip;  //found empty after stripping
..\Mods\@RHSUSAF\rhsusf_c_weapons,8125,	class rhs_weap_m4_pmag_grip: rhs_weap_m4_pmag;  //found empty after stripping
..\Mods\@RHSUSAF\rhsusf_c_weapons,8126,	class rhs_weap_m4_pmag_grip2: rhs_weap_m4_pmag_grip;  //found empty after stripping
..\Mods\@RHSUSAF\rhsusf_c_weapons,8127,	class rhs_weap_m4_pmag_grip3: rhs_weap_m4_pmag_grip;  //found empty after stripping
..\Mods\@RHSUSAF\rhsusf_c_weapons,8128,	class rhs_weap_m4_mstock_grip: rhs_weap_m4_mstock;  //found empty after stripping
..\Mods\@RHSUSAF\rhsusf_c_weapons,8129,	class rhs_weap_m4_mstock_grip2: rhs_weap_m4_mstock_grip;  //found empty after stripping
..\Mods\@RHSUSAF\rhsusf_c_weapons,8130,	class rhs_weap_m4_mstock_grip3: rhs_weap_m4_mstock_grip;  //found empty after stripping
..\Mods\@RHSUSAF\rhsusf_c_weapons,8131,	class rhs_weap_m4_carryhandle_grip: rhs_weap_m4_carryhandle;  //found empty after stripping
..\Mods\@RHSUSAF\rhsusf_c_weapons,8132,	class rhs_weap_m4_carryhandle_grip2: rhs_weap_m4_carryhandle_grip;  //found empty after stripping
..\Mods\@RHSUSAF\rhsusf_c_weapons,8133,	class rhs_weap_m4_carryhandle_grip3: rhs_weap_m4_carryhandle_grip;  //found empty after stripping
..\Mods\@RHSUSAF\rhsusf_c_weapons,8134,	class rhs_weap_m4_carryhandle_pmag_grip: rhs_weap_m4_carryhandle_pmag;  //found empty after stripping
..\Mods\@RHSUSAF\rhsusf_c_weapons,8135,	class rhs_weap_m4_carryhandle_pmag_grip2: rhs_weap_m4_carryhandle_pmag_grip;  //found empty after stripping
..\Mods\@RHSUSAF\rhsusf_c_weapons,8136,	class rhs_weap_m4_carryhandle_pmag_grip3: rhs_weap_m4_carryhandle_pmag_grip;  //found empty after stripping
..\Mods\@RHSUSAF\rhsusf_c_weapons,8137,	class rhs_weap_m4_carryhandle_mstock_grip: rhs_weap_m4_carryhandle_mstock;  //found empty after stripping
..\Mods\@RHSUSAF\rhsusf_c_weapons,8138,	class rhs_weap_m4_carryhandle_mstock_grip2: rhs_weap_m4_carryhandle_mstock_grip;  //found empty after stripping
..\Mods\@RHSUSAF\rhsusf_c_weapons,8139,	class rhs_weap_m4_carryhandle_mstock_grip3: rhs_weap_m4_carryhandle_mstock_grip;  //found empty after stripping
..\Mods\@RHSUSAF\rhsusf_c_weapons,8140,	class rhs_weap_m4_m320: rhs_weap_m4
..\Mods\@RHSUSAF\rhsusf_c_weapons,8148,	class rhs_weap_m4_m203: rhs_weap_m4_m320
..\Mods\@RHSUSAF\rhsusf_c_weapons,8155,	class rhs_weap_m4_m203S: rhs_weap_m4_m203
..\Mods\@RHSUSAF\rhsusf_c_weapons,8162,	class rhs_weap_m4_carryhandle_m203: rhs_weap_m4_m203;  //found empty after stripping
..\Mods\@RHSUSAF\rhsusf_c_weapons,8163,	class rhs_weap_m4_carryhandle_m203S: rhs_weap_m4_carryhandle_m203
..\Mods\@RHSUSAF\rhsusf_c_weapons,8170,	class rhs_weap_m4a1: rhs_weap_m4_Base
..\Mods\@RHSUSAF\rhsusf_c_weapons,8177,	class rhs_weap_m4a1_d: rhs_weap_m4a1;  //found empty after stripping
..\Mods\@RHSUSAF\rhsusf_c_weapons,8178,	class rhs_weap_m4a1_wd: rhs_weap_m4a1;  //found empty after stripping
..\Mods\@RHSUSAF\rhsusf_c_weapons,8179,	class rhs_weap_m4a1_mstock: rhs_weap_m4a1;  //found empty after stripping
..\Mods\@RHSUSAF\rhsusf_c_weapons,8180,	class rhs_weap_m4a1_d_mstock: rhs_weap_m4a1_d;  //found empty after stripping
..\Mods\@RHSUSAF\rhsusf_c_weapons,8181,	class rhs_weap_m4a1_wd_mstock: rhs_weap_m4a1_wd;  //found empty after stripping
..\Mods\@RHSUSAF\rhsusf_c_weapons,8182,	class rhs_weap_m4a1_pmag: rhs_weap_m4a1;  //found empty after stripping
..\Mods\@RHSUSAF\rhsusf_c_weapons,8183,	class rhs_weap_m4a1_carryhandle: rhs_weap_m4a1;  //found empty after stripping
..\Mods\@RHSUSAF\rhsusf_c_weapons,8184,	class rhs_weap_m4a1_carryhandle_mstock: rhs_weap_m4a1_carryhandle;  //found empty after stripping
..\Mods\@RHSUSAF\rhsusf_c_weapons,8185,	class rhs_weap_m4a1_carryhandle_pmag: rhs_weap_m4a1_carryhandle;  //found empty after stripping
..\Mods\@RHSUSAF\rhsusf_c_weapons,8186,	class rhs_weap_m4a1_grip: rhs_weap_m4a1
..\Mods\@RHSUSAF\rhsusf_c_weapons,8193,	class rhs_weap_m4a1_grip2: rhs_weap_m4a1_grip;  //found empty after stripping
..\Mods\@RHSUSAF\rhsusf_c_weapons,8194,	class rhs_weap_m4a1_grip3: rhs_weap_m4a1_grip;  //found empty after stripping
..\Mods\@RHSUSAF\rhsusf_c_weapons,8195,	class rhs_weap_m4a1_d_grip: rhs_weap_m4a1_d
..\Mods\@RHSUSAF\rhsusf_c_weapons,8202,	class rhs_weap_m4a1_d_grip2: rhs_weap_m4a1_d_grip;  //found empty after stripping
..\Mods\@RHSUSAF\rhsusf_c_weapons,8203,	class rhs_weap_m4a1_d_grip3: rhs_weap_m4a1_d_grip;  //found empty after stripping
..\Mods\@RHSUSAF\rhsusf_c_weapons,8204,	class rhs_weap_m4a1_wd_grip: rhs_weap_m4a1_wd;  //found empty after stripping
..\Mods\@RHSUSAF\rhsusf_c_weapons,8205,	class rhs_weap_m4a1_wd_grip2: rhs_weap_m4a1_wd_grip;  //found empty after stripping
..\Mods\@RHSUSAF\rhsusf_c_weapons,8206,	class rhs_weap_m4a1_wd_grip3: rhs_weap_m4a1_wd_grip;  //found empty after stripping
..\Mods\@RHSUSAF\rhsusf_c_weapons,8207,	class rhs_weap_m4a1_pmag_grip: rhs_weap_m4a1_pmag;  //found empty after stripping
..\Mods\@RHSUSAF\rhsusf_c_weapons,8208,	class rhs_weap_m4a1_pmag_grip2: rhs_weap_m4a1_pmag_grip;  //found empty after stripping
..\Mods\@RHSUSAF\rhsusf_c_weapons,8209,	class rhs_weap_m4a1_pmag_grip3: rhs_weap_m4a1_pmag_grip;  //found empty after stripping
..\Mods\@RHSUSAF\rhsusf_c_weapons,8210,	class rhs_weap_m4a1_mstock_grip: rhs_weap_m4a1_mstock;  //found empty after stripping
..\Mods\@RHSUSAF\rhsusf_c_weapons,8211,	class rhs_weap_m4a1_mstock_grip2: rhs_weap_m4a1_mstock_grip;  //found empty after stripping
..\Mods\@RHSUSAF\rhsusf_c_weapons,8212,	class rhs_weap_m4a1_mstock_grip3: rhs_weap_m4a1_mstock_grip;  //found empty after stripping
..\Mods\@RHSUSAF\rhsusf_c_weapons,8213,	class rhs_weap_m4a1_d_mstock_grip: rhs_weap_m4a1_d_mstock;  //found empty after stripping
..\Mods\@RHSUSAF\rhsusf_c_weapons,8214,	class rhs_weap_m4a1_d_mstock_grip2: rhs_weap_m4a1_d_mstock_grip;  //found empty after stripping
..\Mods\@RHSUSAF\rhsusf_c_weapons,8215,	class rhs_weap_m4a1_d_mstock_grip3: rhs_weap_m4a1_d_mstock_grip;  //found empty after stripping
..\Mods\@RHSUSAF\rhsusf_c_weapons,8216,	class rhs_weap_m4a1_wd_mstock_grip: rhs_weap_m4a1_wd_mstock;  //found empty after stripping
..\Mods\@RHSUSAF\rhsusf_c_weapons,8217,	class rhs_weap_m4a1_wd_mstock_grip2: rhs_weap_m4a1_wd_mstock_grip;  //found empty after stripping
..\Mods\@RHSUSAF\rhsusf_c_weapons,8218,	class rhs_weap_m4a1_wd_mstock_grip3: rhs_weap_m4a1_wd_mstock_grip;  //found empty after stripping
..\Mods\@RHSUSAF\rhsusf_c_weapons,8219,	class rhs_weap_m4a1_carryhandle_grip: rhs_weap_m4a1_carryhandle;  //found empty after stripping
..\Mods\@RHSUSAF\rhsusf_c_weapons,8220,	class rhs_weap_m4a1_carryhandle_grip2: rhs_weap_m4a1_carryhandle_grip;  //found empty after stripping
